Plik: ./data/had12.dat

Parameters:
pop_size=100,gen=100,Px=0.7,Pm0.01,tour=5,elitism=True

<nr_pokolenia, najlepsza_ocena, srednia_ocen, najgorsza_ocena>

1 uruchomienie
<25,1734,1819,1990>
<26,1734,1831,1990>
<27,1734,1846,1990>
<28,1734,1817,1990>
<29,1734,1797,1990>
<30,1734,1802,1982>
<31,1734,1807,1922>
<32,1734,1786,1922>
<33,1734,1774,1922>
<34,1734,1776,1906>
<35,1720,1783,1936>
<36,1720,1774,1936>
<37,1720,1775,1936>
<38,1720,1774,1936>
<39,1720,1778,1936>
<40,1720,1756,1936>
<41,1720,1751,1838>
<42,1720,1750,1838>
<43,1720,1745,1838>
<44,1720,1747,1806>
<45,1720,1744,1764>
<46,1720,1739,1746>
<47,1720,1741,1836>
<48,1720,1739,1746>
<49,1720,1740,1760>
<50,1720,1740,1746>
<51,1720,1740,1748>
<52,1720,1740,1762>
<53,1720,1741,1762>
<54,1720,1742,1802>
<55,1720,1741,1786>
<56,1720,1742,1786>
<57,1720,1740,1778>
<58,1720,1739,1772>
<59,1720,1739,1772>
<60,1720,1739,1772>
<61,1720,1737,1740>
<62,1720,1737,1740>
<63,1720,1737,1772>
<64,1720,1737,1758>
<65,1720,1738,1812>
<66,1720,1737,1720>
<67,1720,1737,1724>
<68,1720,1738,1804>
<69,1720,1737,1720>
<70,1720,1737,1772>
<71,1720,1738,1818>
<72,1720,1737,1720>
<73,1720,1737,1730>
<74,1720,1737,1776>
<75,1720,1739,1776>
<76,1720,1738,1776>
<77,1720,1738,1776>
<78,1720,1738,1776>
<79,1720,1737,1732>
<80,1720,1737,1732>
<81,1720,1737,1732>
<82,1720,1737,1732>
<83,1720,1738,1780>
<84,1720,1737,1732>
<85,1720,1737,1732>
<86,1720,1737,1732>
<87,1720,1737,1758>
<88,1720,1737,1758>
<89,1720,1739,1826>
<90,1720,1737,1746>
<91,1720,1737,1720>
<92,1720,1737,1776>
<93,1720,1743,1820>
<94,1720,1744,1798>
<95,1720,1739,1780>
<96,1720,1747,1828>
<97,1720,1753,1870>
<98,1720,1750,1828>
<99,1720,1750,1828>
<100,1720,1748,1788>
Best: [8 1 7 4 9 11 2 5 6 12 10 3],1720

9 uruchomienie
<1,1736,1890,2010>
<2,1736,1919,2002>
<3,1736,1901,1996>
<4,1736,1896,1996>
<5,1736,1887,1996>
<6,1736,1866,1968>
<7,1736,1854,1986>
<8,1736,1867,1998>
<9,1730,1860,1994>
<10,1720,1856,1988>
<11,1712,1831,1964>
<12,1712,1812,1932>
<13,1700,1798,1918>
<14,1700,1791,1920>
<15,1700,1797,1932>
<16,1698,1781,1932>
<17,1698,1773,1932>
<18,1698,1755,1870>
<19,1698,1773,1880>
<20,1698,1770,1868>
